order_id,order_date,origin,destination,carrier,weight,volume,requested_delivery_date,actual_delivery_date,lead_time_days
283,2023-07-29,FactoryD,DC1,CarrierX,5.78,0.019,2023-08-12,2023-08-14,16
284,2022-04-21,FactoryA,DC2,CarrierY,167.43,0.852,2022-04-30,2022-05-06,15
285,2023-09-18,FactoryB,DC4,CarrierY,1.66,0.01,2023-09-30,2023-10-09,21
286,2022-05-21,FactoryB,DC2,CarrierX,155.34,0.658,2022-06-06,2022-06-13,23
287,2023-01-30,FactoryA,DC2,CarrierX,51.55,0.18,2023-02-14,2023-02-23,24
288,2022-12-03,FactoryB,DC2,CarrierY,6.04,0.027,2022-12-12,2022-12-19,16
289,2023-04-30,FactoryA,DC3,CarrierW,96.4,0.573,2023-05-10,2023-05-16,16
290,2023-07-22,FactoryB,DC3,CarrierZ,64.55,0.323,2023-08-02,2023-08-08,17
291,2023-11-03,FactoryD,DC1,CarrierY,93.68,0.742,2023-11-17,2023-11-26,23
292,2023-02-25,FactoryC,DC5,CarrierX,13.82,0.05,2023-03-01,2023-03-08,11
293,2023-09-06,FactoryC,DC3,CarrierX,128.74,0.815,2023-09-17,2023-09-30,24
294,2022-08-14,FactoryA,DC3,CarrierY,48.05,0.223,2022-08-26,2022-09-03,20
295,2022-07-20,FactoryA,DC1,CarrierY,26.92,0.201,2022-07-30,2022-08-08,19
296,2023-02-09,FactoryC,DC2,CarrierY,176.53,2.573,2023-02-14,2023-02-22,13
297,2022-12-26,FactoryA,DC3,CarrierY,55.52,0.439,2023-01-08,2023-01-15,20
298,2022-04-12,FactoryD,DC4,CarrierX,173.47,2.005,2022-04-27,2022-05-07,25
299,2022-06-16,FactoryC,DC2,CarrierX,99.49,0.359,2022-06-24,2022-07-03,17
300,2023-05-28,FactoryC,DC2,CarrierX,85.48,0.447,2023-06-12,2023-06-17,20
301,2023-11-08,FactoryC,DC2,CarrierW,178.18,0.601,2023-11-18,2023-11-29,21
302,2022-09-06,FactoryC,DC3,CarrierX,100.97,0.398,2022-09-14,2022-09-16,10
303,2022-05-05,FactoryD,DC3,CarrierZ,72.58,0.286,2022-05-16,2022-05-20,15
304,2022-10-16,FactoryA,DC4,CarrierX,150.5,0.591,2022-10-24,2022-11-03,18
305,2022-08-09,FactoryD,DC4,CarrierW,111.84,0.474,2022-08-22,2022-08-30,21
306,2022-03-07,FactoryD,DC4,CarrierY,131.48,0.819,2022-03-22,2022-03-27,20
307,2022-07-20,FactoryB,DC4,CarrierY,138.25,0.704,2022-07-28,2022-07-30,10
308,2022-02-05,FactoryC,DC1,CarrierW,169.81,1.495,2022-02-21,2022-02-25,20
309,2022-11-08,FactoryA,DC4,CarrierY,49.01,0.196,2022-11-18,2022-11-25,17
310,2023-04-11,FactoryB,DC3,CarrierZ,8.04,0.032,2023-04-20,2023-04-25,14
311,2023-02-24,FactoryB,DC3,CarrierY,64.36,1.278,2023-03-12,2023-03-17,21
312,2022-10-12,FactoryC,DC2,CarrierX,88.12,0.329,2022-10-24,2022-11-03,22
313,2022-09-13,FactoryA,DC1,CarrierW,167.38,2.268,2022-09-19,2022-09-22,9
314,2022-10-27,FactoryC,DC4,CarrierZ,186.77,1.463,2022-11-14,2022-11-24,28
315,2022-05-17,FactoryA,DC5,CarrierX,157.77,0.565,2022-05-28,2022-06-03,17
316,2023-02-13,FactoryB,DC2,CarrierX,38.98,0.32,2023-02-24,2023-02-27,14
317,2022-01-27,FactoryB,DC3,CarrierZ,15.75,0.082,2022-02-12,2022-02-26,30
318,2022-01-14,FactoryD,DC3,CarrierY,193.22,1.971,2022-01-22,2022-02-01,18
319,2023-05-10,FactoryD,DC2,CarrierZ,37.57,0.129,2023-05-15,2023-05-23,13
320,2023-07-27,FactoryC,DC3,CarrierX,111.3,0.514,2023-08-01,2023-08-03,7
321,2023-01-29,FactoryA,DC5,CarrierW,131.01,0.521,2023-02-13,2023-02-17,19
322,2022-07-06,FactoryD,DC2,CarrierX,153.27,0.901,2022-07-12,2022-07-19,13
323,2023-10-10,FactoryA,DC2,CarrierX,89.02,0.607,2023-10-18,2023-10-20,10
324,2022-07-28,FactoryA,DC3,CarrierZ,138.29,0.581,2022-08-12,2022-08-20,23
325,2023-12-20,FactoryA,DC1,CarrierW,95.54,0.837,2024-01-01,2024-01-10,21
326,2022-07-31,FactoryB,DC4,CarrierX,86.53,0.512,2022-08-07,2022-08-16,16
327,2023-05-20,FactoryB,DC4,CarrierZ,124.81,0.442,2023-06-06,2023-06-12,23
328,2022-09-25,FactoryC,DC1,CarrierZ,111.42,0.839,2022-10-09,2022-10-14,19
329,2022-05-03,FactoryB,DC4,CarrierY,36.02,0.412,2022-05-15,2022-05-23,20
330,2023-08-29,FactoryA,DC4,CarrierX,104.72,0.947,2023-09-11,2023-09-18,20
331,2023-02-10,FactoryD,DC5,CarrierY,95.56,1.112,2023-02-21,2023-02-28,18
332,2022-05-18,FactoryC,DC1,CarrierZ,65.77,0.264,2022-05-25,2022-05-31,13
333,2022-05-05,FactoryA,DC3,CarrierX,197.74,2.441,2022-05-17,2022-05-25,20
334,2023-04-12,FactoryA,DC2,CarrierZ,152.3,0.754,2023-04-20,2023-04-26,14
335,2023-10-22,FactoryC,DC1,CarrierY,124.99,0.679,2023-11-08,2023-11-20,29
336,2023-12-29,FactoryA,DC3,CarrierX,120.83,0.901,2024-01-13,2024-01-21,23
337,2023-01-19,FactoryB,DC4,CarrierY,83.76,0.429,2023-02-02,2023-02-07,19
338,2023-12-01,FactoryA,DC1,CarrierZ,93.03,0.503,2023-12-07,2023-12-10,9
339,2022-08-02,FactoryC,DC3,CarrierW,133.39,1.071,2022-08-19,2022-08-22,20
340,2022-09-27,FactoryA,DC3,CarrierX,137.45,2.183,2022-10-11,2022-10-16,19
341,2022-05-28,FactoryD,DC3,CarrierX,34.26,0.267,2022-06-08,2022-06-15,18
342,2022-04-28,FactoryD,DC4,CarrierX,178.31,0.864,2022-05-14,2022-05-24,26
343,2023-04-13,FactoryA,DC3,CarrierW,137.2,0.536,2023-04-18,2023-04-20,7
344,2023-08-30,FactoryB,DC4,CarrierX,193.44,1.615,2023-09-09,2023-09-12,13
345,2022-07-27,FactoryC,DC4,CarrierZ,1.38,0.005,2022-08-10,2022-08-18,22
346,2022-05-30,FactoryC,DC5,CarrierY,77.65,0.306,2022-06-09,2022-06-12,13
347,2022-01-31,FactoryA,DC1,CarrierY,147.56,1.005,2022-02-09,2022-02-16,16
348,2023-07-10,FactoryD,DC1,CarrierX,177.14,1.931,2023-07-23,2023-07-27,17
349,2023-04-06,FactoryB,DC5,CarrierY,30.12,0.155,2023-04-20,2023-04-28,22
350,2023-04-03,FactoryB,DC2,CarrierZ,76.95,0.601,2023-04-12,2023-04-24,21
351,2023-10-27,FactoryC,DC5,CarrierX,61.42,0.297,2023-11-13,2023-11-21,25
352,2023-01-12,FactoryB,DC1,CarrierW,84.12,0.582,2023-01-19,2023-01-22,10
353,2023-12-30,FactoryB,DC3,CarrierZ,30.39,0.224,2024-01-04,2024-01-07,8
354,2023-01-20,FactoryB,DC1,CarrierY,45.99,0.463,2023-02-03,2023-02-13,24
355,2023-09-15,FactoryA,DC1,CarrierX,30.62,0.114,2023-09-23,2023-10-01,16
356,2022-12-03,FactoryA,DC1,CarrierY,97.29,0.772,2022-12-15,2022-12-24,21
357,2023-05-12,FactoryD,DC3,CarrierZ,138.52,0.655,2023-05-23,2023-06-02,21
358,2022-06-27,FactoryB,DC4,CarrierY,180.15,0.689,2022-07-06,2022-07-14,17
359,2022-08-06,FactoryC,DC3,CarrierZ,10.14,0.07,2022-08-21,2022-09-02,27
360,2022-02-28,FactoryD,DC3,CarrierY,96.36,0.904,2022-03-06,2022-03-11,11
361,2023-02-09,FactoryC,DC5,CarrierY,102.6,0.4,2023-02-22,2023-03-03,22
362,2022-08-04,FactoryD,DC2,CarrierX,83.52,0.307,2022-08-17,2022-08-25,21
363,2023-02-14,FactoryB,DC1,CarrierX,73.53,0.579,2023-02-24,2023-02-28,14
364,2022-08-29,FactoryA,DC1,CarrierX,40.71,0.159,2022-09-14,2022-09-22,24
365,2023-03-02,FactoryD,DC5,CarrierX,175.36,1.895,2023-03-12,2023-03-20,18
366,2022-02-03,FactoryA,DC4,CarrierX,114.63,1.025,2022-02-12,2022-02-24,21
367,2023-04-30,FactoryD,DC2,CarrierY,184.25,1.48,2023-05-16,2023-05-26,26
368,2023-09-02,FactoryB,DC1,CarrierX,32.71,0.28,2023-09-09,2023-09-13,11
369,2023-06-01,FactoryA,DC1,CarrierX,45.02,0.173,2023-06-11,2023-06-17,16
370,2023-04-21,FactoryC,DC1,CarrierY,58.37,0.239,2023-04-27,2023-05-02,11
371,2023-02-11,FactoryA,DC2,CarrierY,158.77,1.397,2023-02-20,2023-02-27,16
372,2023-02-02,FactoryA,DC1,CarrierZ,199.4,0.93,2023-02-11,2023-02-15,13
373,2022-12-21,FactoryA,DC4,CarrierY,75.47,0.823,2022-12-30,2023-01-07,17
374,2022-01-01,FactoryD,DC4,CarrierY,165.33,0.649,2022-01-11,2022-01-17,16
375,2023-04-28,FactoryC,DC2,CarrierZ,49.15,0.257,2023-05-09,2023-05-17,19
376,2023-09-01,FactoryB,DC1,CarrierY,198.56,0.857,2023-09-13,2023-09-22,21
377,2022-07-23,FactoryB,DC5,CarrierX,12.88,0.043,2022-08-06,2022-08-08,16
378,2023-07-26,FactoryD,DC1,CarrierZ,141.02,0.525,2023-08-08,2023-08-17,22
379,2023-04-15,FactoryA,DC5,CarrierY,170.35,0.599,2023-04-27,2023-05-03,18
380,2023-05-01,FactoryB,DC4,CarrierY,124.92,0.939,2023-05-07,2023-05-16,15
381,2022-03-02,FactoryB,DC3,CarrierZ,119.03,0.451,2022-03-14,2022-03-18,16
382,2023-05-07,FactoryA,DC3,CarrierW,113.49,0.8,2023-05-17,2023-05-25,18
383,2022-12-10,FactoryB,DC5,CarrierY,83.01,0.703,2022-12-22,2022-12-25,15
384,2023-08-21,FactoryD,DC5,CarrierZ,88.05,0.371,2023-09-05,2023-09-08,18
385,2023-10-17,FactoryB,DC5,CarrierX,74.98,0.666,2023-10-24,2023-10-27,10
386,2023-05-06,FactoryB,DC4,CarrierW,11.65,0.161,2023-05-14,2023-05-19,13
387,2022-02-24,FactoryC,DC1,CarrierX,72.97,0.297,2022-03-09,2022-03-12,16
388,2022-04-03,FactoryC,DC1,CarrierX,106.32,0.393,2022-04-08,2022-04-12,9
389,2023-07-04,FactoryB,DC2,CarrierX,148.13,0.632,2023-07-19,2023-07-21,17
390,2023-10-21,FactoryD,DC5,CarrierY,109.99,0.74,2023-11-01,2023-11-10,20
391,2023-02-02,FactoryC,DC4,CarrierY,57.08,0.294,2023-02-08,2023-02-15,13
392,2023-05-31,FactoryC,DC4,CarrierZ,104.92,0.402,2023-06-10,2023-06-16,16
393,2023-11-23,FactoryD,DC3,CarrierX,124.19,0.982,2023-12-01,2023-12-06,13
394,2022-11-23,FactoryA,DC4,CarrierX,35.41,0.296,2022-12-02,2022-12-08,15
395,2023-07-25,FactoryB,DC2,CarrierZ,39.82,0.322,2023-08-04,2023-08-09,15
396,2022-02-08,FactoryD,DC4,CarrierY,128.48,2.338,2022-02-18,2022-02-24,16
397,2023-06-21,FactoryB,DC5,CarrierX,44.77,0.267,2023-07-08,2023-07-17,26
398,2022-11-11,FactoryC,DC2,CarrierW,157.99,1.115,2022-11-24,2022-11-27,16
399,2022-03-12,FactoryD,DC4,CarrierY,2.08,0.008,2022-03-26,2022-03-28,16
400,2023-08-13,FactoryC,DC4,CarrierY,121.91,0.624,2023-08-22,2023-08-25,12
401,2022-04-10,FactoryD,DC3,CarrierZ,20.89,0.094,2022-04-18,2022-04-21,11
402,2022-05-22,FactoryD,DC4,CarrierX,44.38,0.179,2022-06-06,2022-06-15,24
403,2022-05-11,FactoryB,DC2,CarrierZ,195.98,1.039,2022-05-23,2022-05-31,20
404,2022-05-30,FactoryD,DC5,CarrierY,157.02,0.57,2022-06-11,2022-06-15,16
405,2023-01-01,FactoryA,DC5,CarrierZ,191.05,1.606,2023-01-07,2023-01-14,13
406,2023-07-01,FactoryB,DC4,CarrierZ,14.11,0.18,2023-07-11,2023-07-18,17
407,2022-07-23,FactoryC,DC4,CarrierZ,36.81,0.293,2022-08-09,2022-08-16,24
408,2023-03-17,FactoryC,DC4,CarrierY,38.74,0.223,2023-03-27,2023-04-05,19
409,2022-01-21,FactoryB,DC3,CarrierX,139.83,0.573,2022-02-02,2022-02-04,14
410,2023-05-31,FactoryC,DC3,CarrierX,21.53,0.086,2023-06-15,2023-06-24,24
411,2022-10-29,FactoryD,DC4,CarrierX,132.96,1.29,2022-11-14,2022-11-28,30
412,2023-09-18,FactoryA,DC2,CarrierZ,16.21,0.315,2023-09-27,2023-10-07,19
413,2023-09-09,FactoryD,DC3,CarrierX,160.41,0.66,2023-09-18,2023-09-24,15
414,2022-02-15,FactoryB,DC1,CarrierZ,101.94,0.806,2022-02-24,2022-03-02,15
415,2022-12-28,FactoryB,DC5,CarrierW,102.36,0.754,2023-01-08,2023-01-19,22
416,2022-09-27,FactoryC,DC4,CarrierX,90.57,0.41,2022-10-04,2022-10-10,13
417,2022-01-13,FactoryB,DC2,CarrierZ,12.41,0.097,2022-01-25,2022-01-29,16
418,2022-01-22,FactoryB,DC1,CarrierX,153.28,1.397,2022-01-28,2022-02-04,13
419,2022-06-22,FactoryD,DC4,CarrierZ,2.63,0.011,2022-06-30,2022-07-07,15
420,2022-03-21,FactoryC,DC1,CarrierX,57.0,0.557,2022-03-30,2022-04-08,18
421,2023-06-27,FactoryC,DC3,CarrierZ,192.44,0.716,2023-07-16,2023-07-31,34
422,2023-10-20,FactoryB,DC3,CarrierW,72.47,0.312,2023-10-26,2023-10-29,9
423,2022-02-05,FactoryA,DC4,CarrierY,193.01,1.349,2022-02-20,2022-02-23,18
424,2022-12-17,FactoryB,DC5,CarrierX,151.55,0.652,2022-12-31,2023-01-08,22
425,2022-04-04,FactoryB,DC3,CarrierZ,125.11,0.457,2022-04-10,2022-04-16,12
426,2022-05-02,FactoryB,DC4,CarrierY,191.0,1.766,2022-05-20,2022-05-25,23
427,2023-07-17,FactoryD,DC3,CarrierX,150.14,1.312,2023-07-29,2023-08-02,16
428,2023-07-20,FactoryC,DC2,CarrierX,79.78,0.604,2023-08-07,2023-08-16,27
429,2022-01-26,FactoryD,DC3,CarrierY,193.49,0.834,2022-02-06,2022-02-15,20
430,2022-04-30,FactoryC,DC4,CarrierX,118.0,0.837,2022-05-13,2022-05-19,19
431,2022-02-28,FactoryA,DC3,CarrierY,105.64,0.677,2022-03-17,2022-03-19,19
432,2022-01-03,FactoryB,DC1,CarrierY,39.49,0.192,2022-01-21,2022-01-24,21
433,2022-05-22,FactoryD,DC3,CarrierY,27.11,0.215,2022-05-28,2022-06-07,16
434,2023-06-24,FactoryB,DC3,CarrierX,66.59,0.412,2023-07-03,2023-07-09,15
435,2022-05-22,FactoryA,DC2,CarrierX,48.08,0.238,2022-05-30,2022-06-03,12
436,2023-02-14,FactoryC,DC4,CarrierX,168.62,1.647,2023-02-28,2023-03-11,25
437,2022-04-06,FactoryB,DC5,CarrierW,127.97,1.525,2022-04-20,2022-04-23,17
438,2023-07-23,FactoryB,DC3,CarrierZ,70.81,0.414,2023-08-11,2023-08-17,25
439,2022-04-11,FactoryC,DC4,CarrierX,190.81,1.041,2022-04-22,2022-04-24,13
440,2023-12-09,FactoryA,DC3,CarrierX,122.5,0.705,2023-12-18,2023-12-21,12
441,2022-09-21,FactoryC,DC4,CarrierX,61.62,0.247,2022-10-01,2022-10-07,16
442,2023-02-12,FactoryB,DC4,CarrierY,54.33,0.266,2023-02-21,2023-02-23,11
443,2022-10-21,FactoryB,DC5,CarrierZ,137.7,0.949,2022-11-06,2022-11-14,24
444,2022-12-31,FactoryB,DC5,CarrierY,132.69,0.496,2023-01-07,2023-01-10,10
445,2022-12-04,FactoryA,DC5,CarrierY,146.09,1.039,2022-12-21,2022-12-26,22
446,2023-05-31,FactoryA,DC4,CarrierY,50.3,0.332,2023-06-07,2023-06-15,15
447,2022-01-02,FactoryB,DC5,CarrierX,62.11,0.966,2022-01-17,2022-01-26,24
448,2022-01-26,FactoryB,DC4,CarrierX,158.36,0.81,2022-02-08,2022-02-19,24
449,2022-11-15,FactoryB,DC3,CarrierW,159.11,1.252,2022-11-23,2022-11-26,11
450,2022-10-05,FactoryA,DC1,CarrierY,145.39,0.885,2022-10-17,2022-10-22,17
451,2022-12-24,FactoryB,DC5,CarrierZ,64.91,0.219,2023-01-08,2023-01-11,18
452,2023-07-30,FactoryD,DC1,CarrierY,195.87,0.686,2023-08-12,2023-08-16,17
453,2023-03-05,FactoryA,DC1,CarrierY,97.44,0.987,2023-03-14,2023-03-21,16
454,2022-07-12,FactoryD,DC4,CarrierX,88.69,0.863,2022-07-24,2022-07-26,14
455,2023-10-25,FactoryD,DC3,CarrierX,43.18,0.803,2023-11-09,2023-11-16,22
456,2022-10-18,FactoryB,DC4,CarrierX,57.74,0.197,2022-10-29,2022-10-31,13
457,2023-08-09,FactoryC,DC1,CarrierX,167.06,0.87,2023-08-25,2023-09-01,23
458,2022-11-25,FactoryC,DC5,CarrierY,88.04,0.397,2022-12-07,2022-12-10,15
459,2023-03-22,FactoryB,DC2,CarrierZ,144.3,0.72,2023-04-01,2023-04-07,16
460,2022-05-09,FactoryA,DC5,CarrierW,79.84,1.572,2022-05-17,2022-05-23,14
461,2023-07-14,FactoryC,DC4,CarrierY,142.6,0.717,2023-07-30,2023-08-01,18
462,2022-07-30,FactoryB,DC1,CarrierY,3.44,0.015,2022-08-03,2022-08-13,14
463,2023-05-10,FactoryB,DC3,CarrierY,144.36,0.645,2023-05-24,2023-05-31,21
464,2023-04-13,FactoryC,DC1,CarrierW,165.43,0.952,2023-04-23,2023-05-03,20
465,2023-05-23,FactoryD,DC4,CarrierX,12.02,0.167,2023-06-10,2023-06-18,26
466,2023-03-19,FactoryB,DC2,CarrierY,127.15,1.351,2023-03-27,2023-04-04,16
467,2022-04-03,FactoryD,DC4,CarrierX,42.55,0.3,2022-04-12,2022-04-14,11
468,2023-02-22,FactoryB,DC4,CarrierY,36.62,0.307,2023-03-06,2023-03-12,18
469,2022-05-17,FactoryB,DC3,CarrierZ,146.38,1.254,2022-05-29,2022-06-05,19
470,2023-06-06,FactoryC,DC4,CarrierY,97.26,0.35,2023-06-18,2023-06-22,16
471,2023-09-03,FactoryB,DC5,CarrierY,143.23,0.929,2023-09-14,2023-09-21,18
472,2022-11-30,FactoryC,DC3,CarrierY,61.35,0.333,2022-12-18,2022-12-24,24
473,2022-10-22,FactoryD,DC2,CarrierX,110.11,1.363,2022-10-30,2022-11-02,11
474,2022-08-02,FactoryA,DC1,CarrierY,109.2,1.816,2022-08-07,2022-08-14,12
475,2022-12-09,FactoryB,DC1,CarrierX,184.99,2.526,2022-12-22,2022-12-30,21
476,2022-12-29,FactoryA,DC1,CarrierZ,64.08,0.767,2023-01-05,2023-01-08,10
477,2023-01-17,FactoryD,DC2,CarrierY,156.31,0.894,2023-01-25,2023-02-04,18
478,2022-03-13,FactoryB,DC2,CarrierZ,120.58,1.941,2022-03-17,2022-03-25,12
479,2023-11-28,FactoryA,DC2,CarrierX,147.53,2.097,2023-12-13,2023-12-17,19
480,2023-05-22,FactoryB,DC1,CarrierY,193.1,0.695,2023-06-03,2023-06-06,15
481,2022-11-17,FactoryD,DC4,CarrierX,195.92,0.933,2022-12-03,2022-12-10,23
482,2022-03-17,FactoryB,DC4,CarrierX,40.32,0.148,2022-03-27,2022-04-04,18
483,2022-11-26,FactoryB,DC1,CarrierY,128.66,0.461,2022-12-04,2022-12-08,12
484,2023-03-22,FactoryC,DC1,CarrierW,166.47,2.254,2023-04-01,2023-04-16,25
485,2023-01-03,FactoryC,DC5,CarrierX,168.96,1.74,2023-01-15,2023-01-22,19
486,2022-12-05,FactoryC,DC4,CarrierZ,176.31,1.282,2022-12-15,2022-12-21,16
487,2022-07-19,FactoryA,DC3,CarrierZ,64.48,0.303,2022-07-28,2022-07-31,12
488,2022-01-15,FactoryD,DC4,CarrierX,95.16,0.327,2022-01-28,2022-02-07,23
489,2022-03-09,FactoryD,DC3,CarrierY,15.52,0.155,2022-03-22,2022-03-30,21
490,2022-09-04,FactoryA,DC2,CarrierX,105.73,0.632,2022-09-19,2022-09-26,22
491,2023-10-07,FactoryA,DC1,CarrierZ,17.26,0.08,2023-10-16,2023-10-26,19
492,2022-10-08,FactoryB,DC1,CarrierY,98.14,0.528,2022-10-20,2022-10-25,17
493,2023-03-12,FactoryD,DC1,CarrierZ,110.09,2.097,2023-03-23,2023-03-28,16
494,2022-05-25,FactoryA,DC2,CarrierX,183.62,0.864,2022-06-03,2022-06-18,24
495,2022-12-17,FactoryC,DC3,CarrierX,140.81,0.546,2022-12-24,2022-12-30,13
496,2023-09-15,FactoryB,DC4,CarrierY,165.47,0.66,2023-09-29,2023-10-07,22
497,2023-07-14,FactoryA,DC3,CarrierZ,154.34,0.869,2023-07-25,2023-07-31,17
498,2023-10-20,FactoryB,DC1,CarrierX,29.84,0.12,2023-10-31,2023-11-05,16
499,2022-10-18,FactoryB,DC3,CarrierY,143.45,0.499,2022-10-26,2022-11-04,17
500,2023-07-26,FactoryB,DC5,CarrierX,83.26,0.654,2023-08-08,2023-08-12,17
501,2023-07-31,FactoryA,DC2,CarrierZ,161.97,0.77,2023-08-08,2023-08-17,17
502,2023-09-18,FactoryB,DC3,CarrierW,11.89,0.115,2023-10-02,2023-10-08,20
503,2023-07-09,FactoryB,DC4,CarrierZ,76.08,0.763,2023-07-22,2023-07-26,17
504,2023-08-23,FactoryD,DC1,CarrierZ,84.39,0.496,2023-08-26,2023-08-31,8
505,2023-12-01,FactoryC,DC5,CarrierX,123.98,0.475,2023-12-17,2023-12-25,24
506,2023-07-13,FactoryA,DC2,CarrierX,2.9,0.021,2023-07-24,2023-08-01,19
507,2022-09-01,FactoryB,DC5,CarrierZ,184.71,1.359,2022-09-11,2022-09-20,19
508,2023-07-16,FactoryC,DC4,CarrierX,88.22,0.781,2023-07-23,2023-07-27,11
509,2022-01-28,FactoryD,DC4,CarrierX,87.44,0.414,2022-02-08,2022-02-13,16
510,2022-12-01,FactoryA,DC2,CarrierY,164.37,1.006,2022-12-16,2022-12-25,24
511,2022-11-27,FactoryD,DC4,CarrierX,94.47,0.51,2022-12-07,2022-12-15,18
512,2023-09-14,FactoryB,DC2,CarrierZ,19.78,0.107,2023-09-19,2023-09-25,11
513,2022-10-31,FactoryB,DC3,CarrierY,143.69,0.549,2022-11-13,2022-11-24,24
514,2022-08-26,FactoryD,DC4,CarrierY,70.1,0.342,2022-09-04,2022-09-08,13
515,2022-10-13,FactoryD,DC2,CarrierX,7.3,0.032,2022-10-21,2022-11-01,19
516,2023-06-30,FactoryA,DC4,CarrierY,44.08,0.837,2023-07-17,2023-07-19,19
517,2022-11-27,FactoryD,DC2,CarrierZ,38.02,0.143,2022-12-10,2022-12-19,22
518,2023-01-28,FactoryD,DC4,CarrierZ,88.46,0.859,2023-02-06,2023-02-15,18
519,2022-10-18,FactoryB,DC3,CarrierY,49.5,0.231,2022-10-27,2022-11-05,18
520,2023-09-25,FactoryA,DC3,CarrierX,52.22,0.37,2023-10-13,2023-10-17,22
521,2022-01-08,FactoryD,DC1,CarrierX,114.89,1.006,2022-01-21,2022-01-24,16
522,2022-09-17,FactoryD,DC1,CarrierY,103.35,0.693,2022-09-28,2022-10-02,15
523,2022-09-27,FactoryA,DC1,CarrierX,184.61,0.723,2022-10-14,2022-10-16,19
524,2022-03-19,FactoryA,DC3,CarrierX,141.81,0.476,2022-03-31,2022-04-03,15
525,2022-05-06,FactoryC,DC4,CarrierX,187.12,0.694,2022-05-19,2022-05-25,19
526,2022-02-25,FactoryC,DC1,CarrierZ,124.75,1.193,2022-03-05,2022-03-07,10
527,2022-09-04,FactoryD,DC5,CarrierY,147.06,1.061,2022-09-14,2022-09-20,16
528,2022-02-12,FactoryB,DC5,CarrierY,74.14,0.884,2022-02-18,2022-02-24,12
529,2022-07-10,FactoryA,DC2,CarrierY,146.54,0.773,2022-07-20,2022-07-24,14
530,2022-12-11,FactoryD,DC4,CarrierZ,133.06,1.782,2022-12-18,2022-12-27,16
531,2023-01-10,FactoryD,DC4,CarrierX,15.18,0.199,2023-01-18,2023-01-25,15
532,2022-04-11,FactoryA,DC4,CarrierX,76.45,0.273,2022-04-21,2022-04-25,14
533,2022-11-10,FactoryC,DC2,CarrierY,193.05,1.492,2022-11-24,2022-11-29,19
534,2023-05-10,FactoryB,DC3,CarrierW,191.27,0.744,2023-05-25,2023-06-02,23
535,2023-08-03,FactoryD,DC4,CarrierX,65.72,0.351,2023-08-18,2023-08-24,21
536,2022-06-28,FactoryC,DC5,CarrierW,184.52,0.983,2022-07-16,2022-07-24,26
537,2022-09-09,FactoryB,DC5,CarrierW,10.68,0.048,2022-09-26,2022-10-04,25
538,2023-01-08,FactoryA,DC4,CarrierX,12.56,0.111,2023-01-22,2023-01-31,23
539,2022-06-20,FactoryC,DC3,CarrierW,196.96,2.587,2022-07-08,2022-07-12,22
540,2022-09-06,FactoryC,DC2,CarrierX,29.3,0.132,2022-09-20,2022-09-23,17
541,2022-05-17,FactoryB,DC4,CarrierW,160.02,0.713,2022-05-30,2022-06-06,20
542,2022-07-04,FactoryC,DC3,CarrierX,139.63,0.77,2022-07-18,2022-07-26,22
543,2023-06-22,FactoryC,DC2,CarrierY,132.79,0.827,2023-07-01,2023-07-04,12
544,2022-03-13,FactoryB,DC2,CarrierX,113.98,0.557,2022-03-18,2022-03-24,11
545,2023-04-01,FactoryB,DC5,CarrierW,90.7,0.466,2023-04-14,2023-04-23,22
546,2022-07-19,FactoryD,DC5,CarrierZ,161.84,1.744,2022-08-05,2022-08-08,20
547,2023-09-27,FactoryA,DC4,CarrierY,127.48,0.883,2023-10-12,2023-10-20,23
548,2023-06-24,FactoryB,DC1,CarrierZ,172.21,0.671,2023-07-04,2023-07-09,15
549,2022-03-16,FactoryD,DC3,CarrierY,155.04,0.666,2022-04-02,2022-04-07,22
550,2022-11-27,FactoryC,DC1,CarrierX,105.14,0.478,2022-12-09,2022-12-19,22
551,2023-09-27,FactoryD,DC3,CarrierZ,114.33,0.416,2023-10-03,2023-10-12,15
552,2023-03-17,FactoryB,DC1,CarrierZ,99.64,0.403,2023-03-26,2023-03-30,13
553,2022-10-14,FactoryB,DC1,CarrierX,110.18,0.461,2022-10-31,2022-11-09,26
554,2022-03-19,FactoryB,DC2,CarrierX,79.53,1.227,2022-04-07,2022-04-15,27
555,2022-02-19,FactoryA,DC2,CarrierY,127.93,0.438,2022-03-06,2022-03-15,24
556,2023-03-27,FactoryD,DC3,CarrierZ,21.86,0.076,2023-04-15,2023-04-24,28
557,2023-05-03,FactoryB,DC4,CarrierZ,28.17,0.103,2023-05-09,2023-05-15,12
558,2023-12-30,FactoryC,DC1,CarrierX,182.45,1.401,2024-01-08,2024-01-17,18
559,2022-02-26,FactoryB,DC2,CarrierY,57.93,0.335,2022-03-07,2022-03-09,11
560,2022-03-10,FactoryC,DC3,CarrierX,181.26,0.922,2022-03-18,2022-03-28,18
561,2023-09-10,FactoryD,DC1,CarrierY,75.62,0.256,2023-09-25,2023-10-04,24
562,2023-06-23,FactoryD,DC1,CarrierZ,57.96,0.672,2023-07-07,2023-07-14,21
563,2022-10-30,FactoryC,DC5,CarrierZ,114.84,0.491,2022-11-09,2022-11-19,20
564,2022-07-15,FactoryA,DC2,CarrierX,25.07,0.283,2022-07-25,2022-07-30,15
565,2023-06-29,FactoryA,DC5,CarrierY,11.55,0.039,2023-07-12,2023-07-22,23
